Database	Gene	Serotype	Identity	Template / HSP length	Contig	Position in contig	Accession number	SRR6875375
H_type	fliC	H31	100.0	1668 / 1668	contig00011 len=171565 cov=35.3 corr=0 origname=NODE_11_length_171565_cov_35.324773_pilon sw=shovill-spades/1.0.9 date=20210125	45954..47621	CP000247	SRR11668369
O_type	wzx	O15	100.0	1245 / 1245	contig00031 len=33458 cov=35.4 corr=1 origname=NODE_31_length_33459_cov_35.364189_pilon sw=shovill-spades/1.0.9 date=20210125	650..1894	AY647261	SRR11668369
O_type	wzy	O15	100.0	1179 / 1179	contig00031 len=33458 cov=35.4 corr=1 origname=NODE_31_length_33459_cov_35.364189_pilon sw=shovill-spades/1.0.9 date=20210125	2927..4105	AY647261	SRR11668369
H_type	fliC	H31	100.0	1668 / 1668	contig00009 len=202805 cov=35.3 corr=0 origname=NODE_9_length_202805_cov_35.268854_pilon sw=shovill-spades/1.0.9 date=20210125	181949..183616	CP000247	SRR11668364
O_type	wzx	O4	99.92	1239 / 1239	contig00001 len=596942 cov=33.4 corr=0 origname=NODE_1_length_596942_cov_33.372740_pilon sw=shovill-spades/1.0.9 date=20210125	12451..13689	AY568960	SRR11668364
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=596942 cov=33.4 corr=0 origname=NODE_1_length_596942_cov_33.372740_pilon sw=shovill-spades/1.0.9 date=20210125	10368..11555	AY568960	SRR11668364
H_type	fliC	H31	100.0	1668 / 1668	contig00004 len=568551 cov=25.9 corr=0 origname=NODE_4_length_568551_cov_25.890592_pilon sw=shovill-spades/1.0.9 date=20210126	181969..183636	CP000247	SRR8207013
O_type	wzx	O75	98.04	1533 / 1533	contig00003 len=608225 cov=26.5 corr=0 origname=NODE_3_length_608225_cov_26.515165_pilon sw=shovill-spades/1.0.9 date=20210126	565946..567478	GU299795	SRR8207013
O_type	wzy	O75	98.32	1074 / 1074	contig00003 len=608225 cov=26.5 corr=0 origname=NODE_3_length_608225_cov_26.515165_pilon sw=shovill-spades/1.0.9 date=20210126	559974..561047	GU299795	SRR8207013
H_type	fliC	H31	100.0	1668 / 1668	contig00011 len=203606 cov=36.1 corr=0 origname=NODE_11_length_203606_cov_36.091727_pilon sw=shovill-spades/1.0.9 date=20210125	181942..183609	CP000247	SRR11668378
O_type	wzx	O4	99.92	1239 / 1239	contig00002 len=409053 cov=34.1 corr=0 origname=NODE_2_length_409053_cov_34.126325_pilon sw=shovill-spades/1.0.9 date=20210125	12450..13688	AY568960	SRR11668378
O_type	wzy	O4	99.92	1188 / 1188	contig00002 len=409053 cov=34.1 corr=0 origname=NODE_2_length_409053_cov_34.126325_pilon sw=shovill-spades/1.0.9 date=20210125	10368..11554	AY568960	SRR11668378
H_type	fliC	H31	100.0	1668 / 1668	contig00010 len=136317 cov=22.4 corr=0 origname=NODE_10_length_136317_cov_22.376100_pilon sw=shovill-spades/1.0.9 date=20210127	61496..63163	CP000247	SRR7904907
O_type	wzx	O45	100.0	1263 / 1263	contig00011 len=129636 cov=24.8 corr=0 origname=NODE_11_length_129636_cov_24.755700_pilon sw=shovill-spades/1.0.9 date=20210127	30541..31803	CU463050	SRR7904907
O_type	wzy	O45	100.0	1092 / 1092	contig00011 len=129636 cov=24.8 corr=0 origname=NODE_11_length_129636_cov_24.755700_pilon sw=shovill-spades/1.0.9 date=20210127	28493..29584	CU463050	SRR7904907
H_type	fliC	H31	100.0	1668 / 1668	contig00008 len=206758 cov=23.1 corr=0 origname=NODE_8_length_206758_cov_23.081448_pilon sw=shovill-spades/1.0.9 date=20210126	56138..57805	CP000247	T10
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=400982 cov=25.0 corr=0 origname=NODE_1_length_400982_cov_25.021463_pilon sw=shovill-spades/1.0.9 date=20210126	287975..289417	AB812035	T10
O_type	wzy	O83	100.0	1236 / 1236	contig00001 len=400982 cov=25.0 corr=0 origname=NODE_1_length_400982_cov_25.021463_pilon sw=shovill-spades/1.0.9 date=20210126	289414..290649	AB812035	T10
H_type	fliC	H28	100.0	1740 / 1740	contig00002 len=528622 cov=22.0 corr=0 origname=NODE_2_length_528622_cov_22.039488_pilon sw=shovill-spades/1.0.9 date=20210127	427978..429717	AAJT02000052	MVAST6902
O_type	wzy	O117	100.0	1323 / 1323	contig00018 len=75371 cov=23.5 corr=0 origname=NODE_18_length_75371_cov_23.487842_pilon sw=shovill-spades/1.0.9 date=20210127	29654..30976	EU694096	MVAST6902
O_type	wzx	O117	100.0	1218 / 1218	contig00018 len=75371 cov=23.5 corr=0 origname=NODE_18_length_75371_cov_23.487842_pilon sw=shovill-spades/1.0.9 date=20210127	30969..32186	EU694096	MVAST6902
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=619311 cov=28.4 corr=0 origname=NODE_2_length_619311_cov_28.388188_pilon sw=shovill-spades/1.0.9 date=20210126	598163..599830	CP000247	MVC214
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=619311 cov=28.4 corr=0 origname=NODE_2_length_619311_cov_28.388188_pilon sw=shovill-spades/1.0.9 date=20210126	429330..430772	AB812035	MVC214
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=428805 cov=26.5 corr=0 origname=NODE_2_length_428805_cov_26.531777_pilon sw=shovill-spades/1.0.9 date=20210126	252547..254214	CP000247	SRR7588681
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=428805 cov=26.5 corr=0 origname=NODE_2_length_428805_cov_26.531777_pilon sw=shovill-spades/1.0.9 date=20210126	421583..423025	AB812035	SRR7588681
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=530096 cov=14.6 corr=0 origname=NODE_3_length_530096_cov_14.573484_pilon sw=shovill-spades/1.0.9 date=20210127	66233..67900	CP000247	SRR8099014
O_type	wzx	O4	100.0	1239 / 1239	contig00002 len=597161 cov=15.7 corr=0 origname=NODE_2_length_597161_cov_15.654553_pilon sw=shovill-spades/1.0.9 date=20210127	12384..13622	AY568960	SRR8099014
O_type	wzy	O4	100.0	1188 / 1188	contig00002 len=597161 cov=15.7 corr=0 origname=NODE_2_length_597161_cov_15.654553_pilon sw=shovill-spades/1.0.9 date=20210127	10301..11488	AY568960	SRR8099014
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=507733 cov=38.6 corr=0 origname=NODE_3_length_507733_cov_38.638639_pilon sw=shovill-spades/1.0.9 date=20210126	47723..49390	CP000247	SRR6742565
O_type	wzx	O83	100.0	1362 / 1443	contig00008 len=270721 cov=43.3 corr=0 origname=NODE_8_length_270721_cov_43.295273_pilon sw=shovill-spades/1.0.9 date=20210126	269360..270721	AB812035	SRR6742565
O_type	wzy	O83	99.5	1005 / 1236	contig00034 len=2018 cov=3.3 corr=0 origname=NODE_34_length_2018_cov_3.336330_pilon sw=shovill-spades/1.0.9 date=20210126	1014..2018	AB812035	SRR6742565
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=429693 cov=41.2 corr=0 origname=NODE_1_length_429693_cov_41.214819_pilon sw=shovill-spades/1.0.9 date=20210126	43111..44778	CP000247	SRR8868738
O_type	wzx	O83	100.0	1153 / 1443	contig00006 len=230533 cov=43.6 corr=0 origname=NODE_6_length_230533_cov_43.564569_pilon sw=shovill-spades/1.0.9 date=20210126	229381..230533	AB812035	SRR8868738
O_type	wzy	O83	99.91	1071 / 1236	contig00064 len=2788 cov=2.4 corr=0 origname=NODE_64_length_2788_cov_2.369786_pilon sw=shovill-spades/1.0.9 date=20210126	1..1071	AB812035	SRR8868738
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1222350 cov=31.9 corr=0 origname=NODE_1_length_1222350_cov_31.945948_pilon sw=shovill-spades/1.0.9 date=20210127	427993..429660	CP000247	SRR12955958
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1222350 cov=31.9 corr=0 origname=NODE_1_length_1222350_cov_31.945948_pilon sw=shovill-spades/1.0.9 date=20210127	597029..598471	AB812035	SRR12955958
H_type	fliC	H31	100.0	1668 / 1668	contig00004 len=454145 cov=35.2 corr=0 origname=NODE_4_length_454145_cov_35.157242_pilon sw=shovill-spades/1.0.9 date=20210125	67785..69452	CP000247	SRR11668376
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=493169 cov=34.5 corr=0 origname=NODE_2_length_493169_cov_34.450882_pilon sw=shovill-spades/1.0.9 date=20210125	392008..393450	AB812035	SRR11668376
H_type	fliC	H14	96.79	1653 / 1653	contig00002 len=501468 cov=8.6 corr=0 origname=NODE_2_length_501468_cov_8.559224_pilon sw=shovill-spades/1.0.9 date=20210127	106752..108404	AY249998	SRR11612991
O_type	wzx	O21	99.92	1236 / 1236	contig00005 len=344129 cov=9.1 corr=0 origname=NODE_5_length_344129_cov_9.086039_pilon sw=shovill-spades/1.0.9 date=20210127	312890..314125	EU694098	SRR11612991
O_type	wzy	O21	100.0	1083 / 1083	contig00005 len=344129 cov=9.1 corr=0 origname=NODE_5_length_344129_cov_9.086039_pilon sw=shovill-spades/1.0.9 date=20210127	316414..317496	EU694098	SRR11612991
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=441376 cov=19.2 corr=0 origname=NODE_3_length_441376_cov_19.159609_pilon sw=shovill-spades/1.0.9 date=20210125	45331..46998	CP000247	FG24
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=584704 cov=23.3 corr=0 origname=NODE_2_length_584704_cov_23.296134_pilon sw=shovill-spades/1.0.9 date=20210125	582178..583620	AB812035	FG24
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1035658 cov=25.8 corr=0 origname=NODE_1_length_1035658_cov_25.758238_pilon sw=shovill-spades/1.0.9 date=20210126	605999..607666	CP000247	SRR10947454
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1035658 cov=25.8 corr=0 origname=NODE_1_length_1035658_cov_25.758238_pilon sw=shovill-spades/1.0.9 date=20210126	437182..438624	AB812035	SRR10947454
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=570466 cov=28.1 corr=0 origname=NODE_1_length_570466_cov_28.135823_pilon sw=shovill-spades/1.0.9 date=20210125	438837..440504	CP000247	SRR11668379
O_type	wzx	O25	99.92	1261 / 1260	contig00003 len=429738 cov=28.2 corr=0 origname=NODE_3_length_429738_cov_28.210901_pilon sw=shovill-spades/1.0.9 date=20210125	33330..34590	GU014554	SRR11668379
O_type	wzy	O25	99.91	1063 / 1062	contig00003 len=429738 cov=28.2 corr=0 origname=NODE_3_length_429738_cov_28.210901_pilon sw=shovill-spades/1.0.9 date=20210125	30111..31173	GU014554	SRR11668379
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=827660 cov=24.5 corr=0 origname=NODE_1_length_827660_cov_24.487793_pilon sw=shovill-spades/1.0.9 date=20210127	431566..433233	CP000247	SD_3_B6
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=827660 cov=24.5 corr=0 origname=NODE_1_length_827660_cov_24.487793_pilon sw=shovill-spades/1.0.9 date=20210127	600647..602089	AB812035	SD_3_B6
O_type	wzy	O83	100.0	1236 / 1236	contig00001 len=827660 cov=24.5 corr=0 origname=NODE_1_length_827660_cov_24.487793_pilon sw=shovill-spades/1.0.9 date=20210127	599415..600650	AB812035	SD_3_B6
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1188348 cov=28.8 corr=0 origname=NODE_1_length_1188348_cov_28.755922_pilon sw=shovill-spades/1.0.9 date=20210126	436096..437763	CP000247	MVC20
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1188348 cov=28.8 corr=0 origname=NODE_1_length_1188348_cov_28.755922_pilon sw=shovill-spades/1.0.9 date=20210126	605159..606601	AB812035	MVC20
H_type	fliC	H28	100.0	1740 / 1740	contig00001 len=528622 cov=28.1 corr=0 origname=NODE_1_length_528622_cov_28.081487_pilon sw=shovill-spades/1.0.9 date=20210126	427978..429717	AAJT02000052	MVC520
O_type	wzy	O117	100.0	1323 / 1323	contig00004 len=426110 cov=28.5 corr=0 origname=NODE_4_length_426110_cov_28.525363_pilon sw=shovill-spades/1.0.9 date=20210126	29654..30976	EU694096	MVC520
O_type	wzx	O117	100.0	1218 / 1218	contig00004 len=426110 cov=28.5 corr=0 origname=NODE_4_length_426110_cov_28.525363_pilon sw=shovill-spades/1.0.9 date=20210126	30969..32186	EU694096	MVC520
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=497836 cov=24.7 corr=0 origname=NODE_2_length_497836_cov_24.745470_pilon sw=shovill-spades/1.0.9 date=20210126	430042..431709	CP000247	SRR11319477
O_type	wzy	O83	100.0	1236 / 1236	contig00017 len=101280 cov=24.5 corr=0 origname=NODE_17_length_101280_cov_24.545649_pilon sw=shovill-spades/1.0.9 date=20210126	99951..101186	AB812035	SRR11319477
O_type	wzx	O83	100.0	1373 / 1443	contig00019 len=83521 cov=26.1 corr=0 origname=NODE_19_length_83521_cov_26.149651_pilon sw=shovill-spades/1.0.9 date=20210126	82149..83521	AB812035	SRR11319477
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1219578 cov=30.8 corr=0 origname=NODE_1_length_1219578_cov_30.846768_pilon sw=shovill-spades/1.0.9 date=20210126	832996..834663	CP000247	SRR11997338
O_type	wzx	O83	100.0	1443 / 1443	contig00001 len=1219578 cov=30.8 corr=0 origname=NODE_1_length_1219578_cov_30.846768_pilon sw=shovill-spades/1.0.9 date=20210126	664160..665602	AB812035	SRR11997338
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=343676 cov=21.5 corr=1 origname=NODE_3_length_343676_cov_21.456644_pilon sw=shovill-spades/1.0.9 date=20210127	155430..157097	CP000247	SRR3578921
O_type	wzy	O18	100.0	1191 / 1191	contig00039 len=12264 cov=22.7 corr=0 origname=NODE_39_length_12264_cov_22.721151_pilon sw=shovill-spades/1.0.9 date=20210127	763..1953	GU299793	SRR3578921
O_type	wzy	O18ac	100.0	1146 / 1146	contig00039 len=12264 cov=22.7 corr=0 origname=NODE_39_length_12264_cov_22.721151_pilon sw=shovill-spades/1.0.9 date=20210127	763..1908	AB811603	SRR3578921
O_type	wzx	O18ac	100.0	1248 / 1248	contig00039 len=12264 cov=22.7 corr=0 origname=NODE_39_length_12264_cov_22.721151_pilon sw=shovill-spades/1.0.9 date=20210127	2010..3257	GU299793	SRR3578921
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=565222 cov=34.9 corr=0 origname=NODE_1_length_565222_cov_34.911707_pilon sw=shovill-spades/1.0.9 date=20210125	135785..137452	CP000247	SRR11668374
O_type	wzx	O21	99.92	1236 / 1236	contig00002 len=458708 cov=34.4 corr=0 origname=NODE_2_length_458708_cov_34.436433_pilon sw=shovill-spades/1.0.9 date=20210125	27122..28357	EU694098	SRR11668374
O_type	wzy	O21	100.0	1083 / 1083	contig00002 len=458708 cov=34.4 corr=0 origname=NODE_2_length_458708_cov_34.436433_pilon sw=shovill-spades/1.0.9 date=20210125	23751..24833	EU694098	SRR11668374
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=638623 cov=31.5 corr=0 origname=NODE_1_length_638623_cov_31.546705_pilon sw=shovill-spades/1.0.9 date=20210126	216163..217830	CP000247	MVC309
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=638623 cov=31.5 corr=0 origname=NODE_1_length_638623_cov_31.546705_pilon sw=shovill-spades/1.0.9 date=20210126	42919..44157	AY568960	MVC309
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=638623 cov=31.5 corr=0 origname=NODE_1_length_638623_cov_31.546705_pilon sw=shovill-spades/1.0.9 date=20210126	45053..46240	AY568960	MVC309
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=623189 cov=34.3 corr=0 origname=NODE_2_length_623189_cov_34.343290_pilon sw=shovill-spades/1.0.9 date=20210127	124001..125668	CP000247	SRR9998284
O_type	wzx	O15	100.0	1245 / 1245	contig00004 len=410105 cov=37.5 corr=0 origname=NODE_4_length_410105_cov_37.512381_pilon sw=shovill-spades/1.0.9 date=20210127	375675..376919	AY647261	SRR9998284
O_type	wzy	O15	100.0	1179 / 1179	contig00004 len=410105 cov=37.5 corr=0 origname=NODE_4_length_410105_cov_37.512381_pilon sw=shovill-spades/1.0.9 date=20210127	377952..379130	AY647261	SRR9998284
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=588026 cov=32.8 corr=0 origname=NODE_3_length_588026_cov_32.789328_pilon sw=shovill-spades/1.0.9 date=20210126	462343..464010	CP000247	SRR11266544
O_type	wzx	O15	100.0	1245 / 1245	contig00002 len=617534 cov=35.2 corr=0 origname=NODE_2_length_617534_cov_35.246583_pilon sw=shovill-spades/1.0.9 date=20210126	33187..34431	AY647261	SRR11266544
O_type	wzy	O15	100.0	1179 / 1179	contig00002 len=617534 cov=35.2 corr=0 origname=NODE_2_length_617534_cov_35.246583_pilon sw=shovill-spades/1.0.9 date=20210126	30976..32154	AY647261	SRR11266544
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=277838 cov=40.3 corr=0 origname=NODE_3_length_277838_cov_40.331182_pilon sw=shovill-spades/1.0.9 date=20210126	231912..233579	CP000247	SRR11101175
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=586510 cov=44.1 corr=0 origname=NODE_1_length_586510_cov_44.081235_pilon sw=shovill-spades/1.0.9 date=20210126	824..2062	AY568960	SRR11101175
O_type	wzy	O4	100.0	1188 / 1188	contig00027 len=57073 cov=41.4 corr=0 origname=NODE_27_length_57073_cov_41.421347_pilon sw=shovill-spades/1.0.9 date=20210126	55770..56957	AY568960	SRR11101175
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=571107 cov=28.9 corr=0 origname=NODE_1_length_571107_cov_28.944492_pilon sw=shovill-spades/1.0.9 date=20210126	130604..132271	CP000247	SRR11668380
O_type	wzx	O25	99.92	1261 / 1260	contig00002 len=446568 cov=28.6 corr=0 origname=NODE_2_length_446568_cov_28.570797_pilon sw=shovill-spades/1.0.9 date=20210126	50160..51420	GU014554	SRR11668380
O_type	wzy	O25	99.91	1063 / 1062	contig00002 len=446568 cov=28.6 corr=0 origname=NODE_2_length_446568_cov_28.570797_pilon sw=shovill-spades/1.0.9 date=20210126	46941..48003	GU014554	SRR11668380
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=1188023 cov=27.5 corr=0 origname=NODE_1_length_1188023_cov_27.534123_pilon sw=shovill-spades/1.0.9 date=20210126	427981..429648	CP000247	MVC136
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=1188023 cov=27.5 corr=0 origname=NODE_1_length_1188023_cov_27.534123_pilon sw=shovill-spades/1.0.9 date=20210126	601644..602882	AY568960	MVC136
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=1188023 cov=27.5 corr=0 origname=NODE_1_length_1188023_cov_27.534123_pilon sw=shovill-spades/1.0.9 date=20210126	599561..600748	AY568960	MVC136
H_type	fliC	H31	100.0	1668 / 1668	contig00003 len=571288 cov=28.0 corr=3 origname=NODE_3_length_571288_cov_28.013793_pilon sw=shovill-spades/1.0.9 date=20210127	141629..143296	CP000247	SRR9998325
O_type	wzx	O21	100.0	1236 / 1236	contig00001 len=649979 cov=29.5 corr=0 origname=NODE_1_length_649979_cov_29.491569_pilon sw=shovill-spades/1.0.9 date=20210127	621043..622278	EU694098	SRR9998325
O_type	wzy	O21	100.0	1083 / 1083	contig00001 len=649979 cov=29.5 corr=0 origname=NODE_1_length_649979_cov_29.491569_pilon sw=shovill-spades/1.0.9 date=20210127	624567..625649	EU694098	SRR9998325
H_type	fliC	H31	100.0	1668 / 1668	contig00004 len=453687 cov=35.2 corr=0 origname=NODE_4_length_453687_cov_35.164404_pilon sw=shovill-spades/1.0.9 date=20210126	384750..386417	CP000247	SRR8632524
O_type	wzx	O4	99.92	1239 / 1239	contig00003 len=597265 cov=36.9 corr=0 origname=NODE_3_length_597265_cov_36.911403_pilon sw=shovill-spades/1.0.9 date=20210126	583644..584882	AY568960	SRR8632524
O_type	wzy	O4	100.0	1188 / 1188	contig00003 len=597265 cov=36.9 corr=0 origname=NODE_3_length_597265_cov_36.911403_pilon sw=shovill-spades/1.0.9 date=20210126	585778..586965	AY568960	SRR8632524
H_type	fliC	H31	100.0	1668 / 1668	contig00014 len=145260 cov=20.7 corr=0 origname=NODE_14_length_145260_cov_20.748762_pilon sw=shovill-spades/1.0.9 date=20210127	124002..125669	CP000247	MVAST6379
O_type	wzx	O15	100.0	1245 / 1245	contig00012 len=162756 cov=21.1 corr=0 origname=NODE_12_length_162756_cov_21.143982_pilon sw=shovill-spades/1.0.9 date=20210127	128921..130165	AY647261	MVAST6379
O_type	wzy	O15	100.0	1179 / 1179	contig00012 len=162756 cov=21.1 corr=0 origname=NODE_12_length_162756_cov_21.143982_pilon sw=shovill-spades/1.0.9 date=20210127	131198..132376	AY647261	MVAST6379
H_type	fliC	H31	100.0	1668 / 1668	contig00002 len=561130 cov=17.2 corr=0 origname=NODE_2_length_561130_cov_17.220294_pilon sw=shovill-spades/1.0.9 date=20210127	174357..176024	CP000247	SRR7967826
O_type	wzx	O83	100.0	1443 / 1443	contig00002 len=561130 cov=17.2 corr=0 origname=NODE_2_length_561130_cov_17.220294_pilon sw=shovill-spades/1.0.9 date=20210127	5500..6942	AB812035	SRR7967826
O_type	wzy	O83	100.0	1236 / 1236	contig00002 len=561130 cov=17.2 corr=0 origname=NODE_2_length_561130_cov_17.220294_pilon sw=shovill-spades/1.0.9 date=20210127	6939..8174	AB812035	SRR7967826
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=626188 cov=28.6 corr=0 origname=NODE_1_length_626188_cov_28.595569_pilon sw=shovill-spades/1.0.9 date=20210126	19483..21150	CP000247	MVC108
O_type	wzx	O4	100.0	1239 / 1239	contig00001 len=626188 cov=28.6 corr=0 origname=NODE_1_length_626188_cov_28.595569_pilon sw=shovill-spades/1.0.9 date=20210126	193157..194395	AY568960	MVC108
O_type	wzy	O4	100.0	1188 / 1188	contig00001 len=626188 cov=28.6 corr=0 origname=NODE_1_length_626188_cov_28.595569_pilon sw=shovill-spades/1.0.9 date=20210126	191074..192261	AY568960	MVC108
H_type	fliC	H28	100.0	1740 / 1740	contig00001 len=528654 cov=26.9 corr=0 origname=NODE_1_length_528654_cov_26.920676_pilon sw=shovill-spades/1.0.9 date=20210126	427994..429733	AAJT02000052	SRR9901263
O_type	wzx	O117	99.75	1218 / 1218	contig00018 len=88133 cov=27.4 corr=0 origname=NODE_18_length_88133_cov_27.426062_pilon sw=shovill-spades/1.0.9 date=20210126	458..1675	EU694096	SRR9901263
H_type	fliC	H31	100.0	1668 / 1668	contig00001 len=611364 cov=15.8 corr=0 origname=NODE_1_length_611364_cov_15.751875_pilon sw=shovill-spades/1.0.9 date=20210127	181923..183590	CP000247	SRR3578599
O_type	wzx	O4	99.92	1239 / 1239	contig00034 len=22711 cov=17.9 corr=0 origname=NODE_34_length_22711_cov_17.903754_pilon sw=shovill-spades/1.0.9 date=20210127	12455..13693	AY568960	SRR3578599
O_type	wzy	O4	100.0	1188 / 1188	contig00034 len=22711 cov=17.9 corr=0 origname=NODE_34_length_22711_cov_17.903754_pilon sw=shovill-spades/1.0.9 date=20210127	10372..11559	AY568960	SRR3578599
H_type	fliC	H31	99.94	1668 / 1668	contig00002 len=449518 cov=16.0 corr=0 origname=NODE_2_length_449518_cov_16.014188_pilon sw=shovill-spades/1.0.9 date=20210127	374122..375789	CP000247	SRR8738079
